username,"ASU notes: ","ASU: ","American U notes: ","American U: ","Application Year: ","Attending: ","BC notes: ","BC: ","BU notes: ","BU: ","BYU notes: ","BYU: ","Baylor notes: ","Baylor: ","Brooklyn notes: ","Brooklyn: ","Cardozo notes: ","Cardozo: ","Case Western notes: ","Case Western: ","Catholic U notes: ","Catholic U: ","Chapman notes: ","Chapman: ","Chicago-Kent notes: ","Chicago-Kent: ","Columbia notes: ","Columbia: ","Cornell notes: ","Cornell: ","DePaul notes: ","DePaul: ","Duke notes: ","Duke: ","Emory notes: ","Emory: ","FSU notes: ","FSU: ","Fl International notes: ","Fl International: ","Fordham notes: ","Fordham: ","GPA: ","Gender: ","General Information: ","George Mason notes: ","George Mason: ","George Washington notes: ","George Washington: ","Georgetown notes: ","Georgetown: ","Georgia State notes: ","Georgia State: ","Gonzaga notes: ","Gonzaga: ","Harvard notes: ","Harvard: ","Highest LSAT: ","Hofstra notes: ","Hofstra: ","Indiana - Bloomington notes: ","Indiana - Bloomington: ","Indiana - Indianapolis notes: ","Indiana - Indianapolis: ","LSDAS GPA: ","LSU notes: ","LSU: ","Lewis & Clark notes: ","Lewis & Clark: ","Loyola - Chicago notes: ","Loyola - Chicago: ","Loyola - LA notes: ","Loyola - LA: ","Major(s): ","Marquette notes: ","Marquette: ","Mercer notes: ","Mercer: ","Michigan State notes: ","Michigan State: ","Minor(s): ","NYU notes: ","NYU: ","Northeastern notes: ","Northeastern: ","Northwestern notes: ","Northwestern: ","Notre Dame notes: ","Notre Dame: ","Ohio State notes: ","Ohio State: ","Oklahoma City notes: ","Oklahoma City: ","Penn State notes: ","Penn State: ","Penn notes: ","Penn: ","Pepperdine notes: ","Pepperdine: ","Pitt notes: ","Pitt: ","Residency: ","Rutgers - Camden notes: ","Rutgers - Camden: ","Rutgers - Newark notes: ","Rutgers - Newark: ","SMU notes: ","SMU: ","SUNY Buffalo notes: ","SUNY Buffalo: ","Saint Louis U notes: ","Saint Louis U: ","Santa Clara notes: ","Santa Clara: ","Seattle U notes: ","Seattle U: ","Seton Hall notes: ","Seton Hall: ","St. Johns notes: ","St. Johns: ","Stanford notes: ","Stanford: ","Stetson notes: ","Stetson: ","Syracuse notes: ","Syracuse: ","TLS Box: ","Temple notes: ","Temple: ","Tulane notes: ","Tulane: ","U of Alabama notes: ","U of Alabama: ","U of Arizona notes: ","U of Arizona: ","U of Arkansas notes: ","U of Arkansas: ","U of Chicago notes: ","U of Chicago: ","U of Cincinnati notes: ","U of Cincinnati: ","U of Colorado notes: ","U of Colorado: ","U of Connecticut notes: ","U of Connecticut: ","U of Denver notes: ","U of Denver: ","U of Florida notes: ","U of Florida: ","U of Georgia notes: ","U of Georgia: ","U of Hawaii notes: ","U of Hawaii: ","U of Houston notes: ","U of Houston: ","U of Illinois notes: ","U of Illinois: ","U of Iowa notes: ","U of Iowa: ","U of Kansas notes: ","U of Kansas: ","U of Kentucky notes: ","U of Kentucky: ","U of Louisville notes: ","U of Louisville: ","U of Maine notes: ","U of Maine: ","U of Maryland notes: ","U of Maryland: ","U of Miami notes: ","U of Miami: ","U of Michigan notes: ","U of Michigan: ","U of Minnesota notes: ","U of Minnesota: ","U of Missouri notes: ","U of Missouri: ","U of Nebraska notes: ","U of Nebraska: ","U of New Mexico notes: ","U of New Mexico: ","U of Oklahoma notes: ","U of Oklahoma: ","U of Oregon notes: ","U of Oregon: ","U of Richmond notes: ","U of Richmond: ","U of San Diego notes: ","U of San Diego: ","U of San Francisco notes: ","U of San Francisco: ","U of South Carolina notes: ","U of South Carolina: ","U of Tennessee notes: ","U of Tennessee: ","U of Texas notes: ","U of Texas: ","U of Tulsa notes: ","U of Tulsa: ","U of Utah notes: ","U of Utah: ","U of Washington notes: ","U of Washington: ","U of Wisconsin notes: ","U of Wisconsin: ","U of Wyoming notes: ","U of Wyoming: ","UC Berkeley/Boalt notes: ","UC Berkeley/Boalt: ","UC Davis notes: ","UC Davis: ","UC Hastings notes: ","UC Hastings: ","UCLA notes: ","UCLA: ","UNC notes: ","UNC: ","UNLV notes: ","UNLV: ","UOP (McGeorge) notes: ","UOP (McGeorge): ","USC notes: ","USC: ","UVA notes: ","UVA: ","Undergrad Institution: ","Underrepresented Minority?: ","Vanderbilt notes: ","Vanderbilt: ","Villanova notes: ","Villanova: ","WUSTL notes: ","WUSTL: ","Wake Forest notes: ","Wake Forest: ","Washington & Lee notes: ","Washington & Lee: ","Wayne State notes: ","Wayne State: ","West Virginia notes: ","West Virginia: ","William & Mary notes: ","William & Mary: ","William Mitchell notes: ","William Mitchell: ","Yale notes: ","Yale: "
"the juice",,,,,2010-2011,,,,"$75,000",Accepted,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,4.0,Female,,,,"$105,000",Accepted,,Accepted,,,,,,Accepted,168,,,,,,,4.1,,,,,,,,,"International Development Studies and Spanish",,,,,,,,,Applied,,,,,,,,,,,,,,Accepted,,,,,CA,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,"$60,000",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,Accepted,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
TERPS123,,,,,2014-2015,"UVA Class of 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,4.1,,,,,,,,,"Government & Politics and History",,,,,,,,,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,"University of Maryland",No,,,,,,,,,,,,,,,,,,,,
mockstar,,,,,,"NYU Class of 2013",,,,,,,,,,,,,,,,,,,,,Withdrew.,Waitlisted,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,Withdrew.,Waitlisted,168,,,,,,,4.0,,,,,,,,,,,,,,,,,"NYU it is!",Accepted,,,,,,,,,,,,,Withdrew.,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrew.,Accepted,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrew.,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrew.,Waitlisted,"Top 40 private",No,"Scholarship.  Withdrew.",Accepted,,,"Scholarship.  Withdrew.",Accepted,,,,,,,,,"Scholarship; Withdrew.",Accepted,,,,Rejected
Copester27,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top 50",Yes,,,,,,,,,,,,,,,,,,,,
dondiego,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Jane Austen",,,,,2011-2012,"Flagler College 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Female,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,"English, Spanish, and Sociology",,,,,,,"Pre-Law and Criminology",,,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
colombiano123,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
starrydecisus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,"Attending, $",Accepted,,,,,,,168,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdd009,,,,,,"Columbia Law School Class of 2014",,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,4.0,Female,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,"Econ, Psych",,,,,,,,Withdrawn,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lawschoolnumbers.com/cdd009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top 25 Liberal Arts",No,,,,,,,,,,,,,,,,,,,,
Ialdabaoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currently working as a paralegal, might apply in Fall 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Large, decent/non-prestigious public",No,,,,,,,,,,,,,,,,,,,,
naf34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,"Poly Sci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusPuppy,,,,,,Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pacific palisades, ca | law student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koobeeziak,,,,,2013-2014,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,Withdrew,Accepted,,,"$67,500",Accepted,"$105,000, withdrew",Accepted,,,,,,,4.0,Male,,,,,,Withdrew,Accepted,,,,,"JS1 2/27",Waitlisted,168,,,,,,,4.0,,,,,,,,,"Economics, Political Science",,,,,,,,,Waitlisted,,,,,,Waitlisted,,,,,,,,Waitlisted,,,,,OR,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,"Interview 3/25, $75,000",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,"Full Tuition, withdrew",Accepted,,,,,,,,,,,,,,,,,,,,,"$84,000, withdrew",Accepted,,,,,,,,,,,"Fourth Quartile- ouch",Waitlisted,,,,,"$120,000",Accepted,,,,,,,"$120,000",Accepted,,Waitlisted,"Santa Clara University",,"$90,000, withdrew",Accepted,,,,,,,,,,,,,"$129,000, withdrew",Accepted,,,,Waitlisted
kpormir,,,,,2014-2015,,,,,,,,,,,,,,,,,,,,,,,Applied,"Interview Request 1/6.  Withdrawn - Wasn't a huge fan of the interview setup, so I opted not to do it.",Applied,,,"Submitted through PT, included Why Duke.  Bummer, Duke with $ was my top pick.",Waitlisted,,,,,,,,,4.0,Male,"Applications submitted throughout November.",,,,,,Accepted,,,,,,Applied,168,,,,,,,4.0,,,,,,,,,Psychology,,,,,,,,,Accepted,,,"Interviewed in December.  Accepted early February.  This was surprising, as I had no full-time work experience.  I do consider my interviewing skills to be well above average, however, so maybe that's what got me in.",Accepted,,,,,,,,,]:,Waitlisted,,,,,CA,,,,,,,,,,,,,,,,,,,,Applied,,,,,"All applications sent early November to mid November.  My softs are probably average, if not below average, but my family situation (which I touched on in my personal statements) is perhaps unique.",,,,,,,,,,,"Interview Request 12/23, Interview Complete 01/13.  Accepted 2/4 via e-mail.",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000.",Accepted,,,,,,,,,,,,,,,,,,,,,,,"Asked to submit Why Texas.  Withdrawn because I did not really have an answer for Why Texas.",Applied,,,,,,,,,,,"Sigh of relief here.",Accepted,,,,,,Accepted,,,,,,,,,"Still no movement. ]:",Applied,"U.C. Berkeley",No,,Accepted,,,,,,,,,,,,,,,,,,
"R.R. Raskolnikov",,,,,2011-2012,"Michigan Class of 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lawschoolnumbers.com/RRaskolnikov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
sirjake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Male,,,,,,,,,,,,,,168,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Retook Feb LSAT and got a higher score.  Was already in at UIUC.  Was already WL'd at Notre Dame.  Applied to WUSTL and Vandy late (March).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$$,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Applied,,,,Applied,,,,,,,,,,,,,,
Aften,,Accepted,,,2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Female,,,,,,,,,,,,,,168,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"MN politico",,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,Applied,,Applied,,,,,,,,,,,,,4.0,Male,"Good WE. Good softs.",,,,,,Applied,,,,,,Applied,168,,,,,,,3.4,,,,,,,,,Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,,,,,,"Miracles happen right?",,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,"Low rank public",Yes,,,,,,,,,,,,,,,,,,,,Applied
monarch2007,,,,,2011-2012,"The University of Michigan",,,,,,,,,,,,,,,,,,,,,,Waitlisted,,Accepted,,,,Waitlisted,,,,,,,,,4.0,Male,,,,,,,Accepted,,,,,,Waitlisted,168,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,Accepted,,,,,,Waitlisted,,,,,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,"Waitlisted then accepted",,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,"Large Public",No,,Accepted,,,,,,,,,,,,,,,,,,
Dale,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSU,No,,,,,,,,,,,,,,,,,,,,
ddalton22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pate,,,,,2013-2014,#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2L This Fall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
ZIN9988,,,,,2013-2014,,,,,,,,,,,,,,,,,,,,,,,Applied,,Applied,,,,Applied,,,,,,,,,4.0,Male,,,,,,,Applied,,,,,,Applied,168,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,Applied,,,,,,,,,,Applied,,,,,CA,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,,Applied,,Applied,,Applied,,,,,,,,Accepted,,Applied,"Top 10",No,,Applied,,,,,,,,,,,,,,,,,,Applied
Dan1044,,,,,2008-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,Male,,,,,,,,,,,,,,168,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
sideoffries,,,,,2012-2013,,,,,,,,,,,,,,,,,,,,,,,Rejected,,Accepted,,,"$45,000 (15k per year)",Accepted,"$105,000",Accepted,,,,,,,3.9,Male,"Eagle Scout",,,,,,Accepted,,,,,,Rejected,168,,,,,,,4.1,,,,,,,,,"Political Science",,,,,,,,,"Waitlisted then accepted",,,,Waitlisted,,Waitlisted,,,,,,,,"Waitlisted then accepted",,,,,MO,,,,,,,,,,,,,,,,,,,,Rejected,,,,,http://lawschoolnumbers.com/sideoffries,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,000 (15k per year)",Accepted,,,"$50,000 scholarship (top 50% stipulation) (in-state applicant)",Accepted,,,,,,,,,,,,,,,,,,,"$84,000 scholarship",Accepted,,,,,,,,,,,,Accepted,,,,,,Waitlisted,,,,,,,"$120,000 scholarship",Accepted,"$36,000 (12k per year)",Accepted,"State Flagship",No,"$90,000 (30k per year)",Accepted,,,"$154,000",Accepted,,,,,,,,,"Full Ride plus stipend ($1110,000, 3.0 GPA stipulation)",Accepted,,,,Rejected
LawyerUp,,,,,2008-2009,,,Accepted,15K/yr,Accepted,,,,,,,,,,,,,,,,,Dammit.,Waitlisted,,,,,"Oh well.",Waitlisted,,,,,,,,,3.9,Male,,,,"30K/yr + housing",Accepted,5K/yr,Accepted,,,,,"Why not?",Applied,168,,,,,,,4.0,,,,,,,,,"Finance & Marketing",,,,,,,"Business Law","Oh, how I love thee.",Applied,,,,,,,,,,,,,"Take longer?",Applied,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,23K/yr,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouch.,Waitlisted,"University of Miami",No,,,,,,,,,,,,,,,,,,,,
ea0308,,,,,2008-2009,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,Applied,,,,,,,,,3.9,Male,,,,,,,,,,,,"Hoping... but doubtful",Applied,168,,,,,,,4.0,,,,,,,,,EE,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,TX,,,,,,,,,,,,,,,,,,,"Hoping... but doubtful",Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"With scholarship.",Accepted,,,,,,,,,,,Yay!,Accepted,,,,,"With scholarship.",Accepted,,,,,,,,,,Accepted,"Tier 2 - Texas public school",No,,Accepted,,,,,,,,,,,,,,,,,,
algo,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,Fulbright,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,"Economics, History, Latin American Studies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tier I State",No,,,,,,,,,,,,,,,,,,,,
eldar89,,,,,2012-2013,,withdrawn,Accepted,withdrawn,Accepted,,,,,,,,,,,,,,,withdrawn,Accepted,,"Waitlisted then rejected",,,,,,Waitlisted,,,,,,,,,3.9,Male,,,,withdrawn,Accepted,,"Waitlisted then accepted",,,,,,Waitlisted,168,,,,,,,4.0,,,,,,,,,"Political Science",,,,,,,Philosophy,,,,,,Rejected,,,,,,,,,,Waitlisted,,,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,withdrawn,Waitlisted,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,withdrawn,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,withdrawn,Accepted,pending,Accepted,,,,,withdrawn,Accepted,withdrawn,Applied,,Waitlisted,"top 100 University",No,,Rejected,withdrawn,Applied,,,,,,,,,,,withdrawn,Accepted,,,,Rejected
hoosier419,,,,,2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,Female,,,,,,,,,,,,,,168,,,,,,,4.0,,,,,,,,,"Finance and Operations Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indiana University",No,,,,,,,,,,,,,,,,,,,,
cmu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,Male,,,,,,,,,,,,,,168,,,,,,,3.9,,,,,,,,,"History & Policy, English",,,,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top 25 USNews",No,,,,,,,,,,,,,,,,,,,,
pumpkincrepes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,$$,Accepted,,,$$,Accepted,,,,,,,$$$,Accepted,3.9,Female,,,,$$$$$$$$,Accepted,,Accepted,,,,,,Waitlisted,168,,,,,,,3.9,,,,,,,,,Philosophy,,,,,,,,,Waitlisted,,,,,,,,,,,,,Withdrawn,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$$,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$$$,Accepted,,,,,,,,,,Applied,WUSTL,No,$$$$,Accepted,,,$$$$,Accepted,,,,,,,,,,,,,,Rejected
rhythmgen,,,,,2008-2009,,,,,Accepted,,,,,,,,,,,,,,,,,,Applied,"I think my application is incomplete... but after visiting Ithaca in the winter, I'm not too worried",Applied,,,"I love Duke",Accepted,,,,,,,,,3.9,Male,"I really want to be in California, to be close to Australia and East Asia. ",,,,,,,,,,,,,168,,,,,,,3.9,,,,,,,,,"Economics, Japanese",,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,"Why did I apply? My parents paid the LSDAS fee and I got the $20 Itunes gift certificate.",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,Accepted,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,"Probably will attend... it just seems perfect",Accepted,,,,,,Accepted,,,,,,,,Accepted,,Applied,"top 15 liberal arts, NE",No,"I really like Vanderbilt",Accepted,,,,Accepted,,,,,,,,,,Accepted,,,,
mj72107,,,,Applied,2008-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,Female,"Office manager at law firm, insurance agent with both licenses, Mensa member",,,,,,,,,,,,,168,,,,,,,3.9,,,,,,,,,"Justice Studies",,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgia Southern U.",No,,,,,,,,,,,,,,,,,,,,
